com.samsung.health.food_info,6307003,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
,0.0,0.0,0.0,119.0,,,fatsecret-72269495,0,1660.0,2.8,50.5,2026-01-08 17:33:57.781,2026-01-08 17:33:57.781,,34.9,,0.0,Whopper Jr. with Bacon & Cheese(Burger King),10.8,,0.0,703.0,serving,,+NZu810/s3,,17.9,0.4,com.sec.android.app.shealth,35.7,,11b79a03-eeb9-4ad3-acf0-1acd13813bb9,1,
290.0,0.0,0.0,0.0,35.0,,,fatsecret-6810178,144,910.0,2.0,7.0,2026-01-22 19:27:57.960,2026-01-09 19:36:19.624,,19.0,,12.222222,Turkey & Cheese on Wheat(Simply To Go),2.0,,16.0,220.0,serving,,+NZu810/s3,g,3.5,,com.sec.android.app.shealth,23.0,0.6545454,56db77fc-c6a3-4dd2-be32-7d8851223db3,1,
,0.0,0.0,0.0,,,,fatsecret-8265310,1,135.0,2.0,2.0,2026-01-09 21:59:14.862,2026-01-09 21:59:14.862,,2.0,,0.0,Oven Baked Original (28g)(Lay's),2.0,,0.0,120.0,serving,,+NZu810/s3,oz,0.0,,com.sec.android.app.shealth,23.0,,09865a59-f680-4bb5-8757-361160434d63,1,
,0.0,0.0,0.0,5.0,,,fatsecret-584163,12,65.0,0.0,10.0,2026-01-09 21:59:42.831,2026-01-09 21:59:42.831,,0.0,,0.0,Mayo Packet(Kraft),0.0,,0.0,90.0,serving,,+NZu810/s3,g,1.5,,com.sec.android.app.shealth,0.0,0.13777778,e2674f70-52a2-4bcf-8dac-fce62b82a9ab,1,
60.0,0.0,38.333332,20.0,0.0,,,fatsecret-4768219,12,,0.0,0.0,2026-01-09 22:00:24.636,2026-01-09 22:00:24.636,0.0,0.0,0.0,0.0,Fitaid(FitAID),7.0,7.0,2.0,40.0,serving,,+NZu810/s3,oz,0.0,0.0,com.sec.android.app.shealth,9.0,,92ec8219-1a5d-4129-9efa-24e28916f500,1,
,0.0,0.0,0.0,165.0,,,fatsecret-16852708,0,680.0,2.0,17.0,2026-01-11 19:54:42.360,2026-01-11 19:54:42.360,,23.0,,0.0,Chicken Chorizo Flatbread(Peet's Coffee & Tea),2.0,,0.0,350.0,serving,,+NZu810/s3,,2.0,0.0,com.sec.android.app.shealth,25.0,,a76ccf8b-d9b8-4453-8019-025668ab31f3,1,
,0.0,0.0,0.0,5.0,,,fatsecret-75875582,0,105.0,0.0,0.5,2026-01-11 19:55:01.888,2026-01-11 19:55:01.888,,7.0,,0.0,Iced Skinny Vanilla Latte - Medium(Peet's Coffee & Tea),9.0,,0.0,80.0,serving,,+NZu810/s3,,0.0,0.0,com.sec.android.app.shealth,19.0,,9f5664a4-93c2-4c57-8e09-7838f2884b9d,1,
84.0,0.0,0.0,0.0,0.0,,,fatsecret-3541,99,475.0,2.6,1.7,2026-01-12 17:14:52.796,2026-01-12 17:14:52.796,0.414,11.03,0.935,24.777779,Toasted Bagel,5.76,,9.8,285.0,regular,,+NZu810/s3,g,0.28,,com.sec.android.app.shealth,56.54,0.34736842,327bdb7b-f4a4-4bb8-8ec1-07675f273b96,1,
,0.0,0.0,0.0,30.0,,,fatsecret-42595,28,110.0,0.0,10.0,2026-01-12 17:14:52.796,2026-01-12 17:14:52.796,,2.0,,0.0,Original Cream Cheese(Philadelphia),1.0,,0.0,100.0,serving,,+NZu810/s3,g,6.0,0.0,com.sec.android.app.shealth,1.0,0.28,874c012e-f646-4100-8cb0-2408f4991b21,1,
120.0,0.0,0.0,0.0,0.0,,,fatsecret-46280946,32,430.0,,0.0,2026-01-13 15:09:33.233,2026-01-12 17:15:12.553,,0.0,,0.0,Zero Berry(Gatorade),,,0.0,10.0,serving,,+NZu810/s3,oz,,,com.sec.android.app.shealth,2.0,,df8634e0-3005-42a3-96c6-cd75c6474b8c,1,
,0.0,0.0,0.0,50.0,,,fatsecret-87188287,16,230.0,0.0,14.0,2026-01-12 17:15:36.687,2026-01-12 17:15:36.687,,14.0,,0.0,Pumpkin Spice Latte(Starbucks),50.0,,0.0,390.0,serving,,+NZu810/s3,g,9.0,0.0,com.sec.android.app.shealth,52.0,0.041025642,5e96434c-3faa-40e3-9894-1fc5fa12e835,1,
,0.0,0.0,0.0,55.0,,,fatsecret-85636240,3,470.0,1.0,25.0,2026-01-13 21:34:19.554,2026-01-13 21:34:19.554,,15.0,,0.0,Barbacoa - Breakfast Tacos(Taco Cabana),0.0,,0.0,360.0,serving,,+NZu810/s3,oz,6.0,1.0,com.sec.android.app.shealth,19.0,,35de8701-f729-469f-bee9-075660faa756,1,
540.0,0.0,0.0,10.0,35.0,,,fatsecret-103242111,0,115.0,0.0,8.0,2026-01-13 21:35:53.146,2026-01-13 21:35:53.146,,10.0,,0.0,McCafé French Vanilla Latte - Medium(McDonald's),38.0,25.0,33.0,320.0,serving,,+NZu810/s3,,5.0,0.0,com.sec.android.app.shealth,52.0,,2e940d7d-97b5-4ade-9c86-4f9c5acc7446,1,
100.0,0.0,0.0,0.0,85.0,,,fatsecret-68752649,95,440.0,0.0,3.0,2026-01-14 16:01:22.512,2026-01-14 16:01:22.512,,25.0,,0.0,8 Ct Grilled Nuggets(Chick-Fil-A),1.0,,0.0,130.0,serving,,+NZu810/s3,g,0.5,0.0,com.sec.android.app.shealth,1.0,0.7307692,62b4b6a9-9e9c-4e72-a3ea-4c1898c6fbde,1,
,0.0,0.0,0.0,70.0,,,fatsecret-104058665,227,1190.0,3.0,29.0,2026-01-14 16:01:22.512,2026-01-14 16:01:22.512,,20.0,,0.0,Mac & Cheese - Medium(Chick-Fil-A),3.0,,0.0,450.0,serving,,+NZu810/s3,g,16.0,0.0,com.sec.android.app.shealth,28.0,0.5044444,73807467-e8dd-40dd-a969-c352b0067cde,1,
,0.0,0.0,0.0,0.0,,,fatsecret-104059206,612,10.0,0.0,0.0,2026-01-14 16:01:22.513,2026-01-14 16:01:22.513,,0.0,,0.0,Chick-Fil-A Diet Lemonade - Medium(Chick-Fil-A),11.0,,0.0,60.0,serving,,+NZu810/s3,ml,0.0,0.0,com.sec.android.app.shealth,15.0,,d178112b-3664-49f5-b300-c2e59dccc842,1,
,0.0,0.0,0.0,200.0,,,fatsecret-1077043,1,200.0,3.0,16.0,2026-01-16 20:04:05.987,2026-01-14 19:49:35.368,8.0,31.0,,0.0,Chicken Caesar Salad(b.good),2.0,,0.0,477.0,serving,,+NZu810/s3,,8.0,,com.sec.android.app.shealth,20.0,,7830ad5f-ca59-4a4d-a36f-300d9de774b9,1,
350.0,0.0,0.0,0.0,0.0,,,fatsecret-3023931,177,15.0,0.0,0.0,2026-01-14 20:35:56.437,2026-01-14 20:35:56.437,0.0,0.0,0.0,0.0,100% Apple Juice (Juice Box)(Minute Maid),19.0,,0.0,80.0,serving,,+NZu810/s3,ml,0.0,0.0,com.sec.android.app.shealth,21.0,,5934c355-010f-440c-9bab-6cf9afb6896e,1,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-1911334,34,0.0,0.0,0.0,2026-01-14 20:38:12.159,2026-01-14 20:38:12.159,0.0,0.0,0.0,0.0,Smartwater - Electrolyte Enhanced Water (33.8 oz)(Glaceau),0.0,,0.0,0.0,serving,,+NZu810/s3,oz,0.0,0.0,com.sec.android.app.shealth,0.0,,734df2dc-9d27-4638-9568-70751b7f5848,1,
209.0,3.0,10.0,0.0,0.0,,,fatsecret-4605,30,213.0,3.6,1.77,2026-01-24 17:09:42.063,2026-01-15 17:09:14.725,0.642,3.55,0.663,57.333332,Cheerios,1.18,,12.2,111.0,cup,,+NZu810/s3,g,0.36,,com.sec.android.app.shealth,22.2,0.27027026,24a330d4-19bb-42b4-8f16-edb46babc057,1,
180.0,0.0,0.0,0.0,0.0,,,fatsecret-27316629,28,170.0,0.5,13.0,2026-01-15 17:09:45.714,2026-01-15 17:09:45.714,0.0,5.0,0.0,10.0,Whole Cashews(Nut Harvest),2.0,,1.0,160.0,serving,,+NZu810/s3,g,2.0,0.0,com.sec.android.app.shealth,8.0,0.175,21842b50-a2ee-47a8-a531-848bd2cad4f5,1,
250.0,0.0,0.0,0.0,0.0,,,fatsecret-7867888,32,180.0,2.0,5.0,2026-01-15 23:57:58.068,2026-01-15 23:57:58.068,1.0,2.0,2.0,1.6666667,Oven Baked Original (Package)(Lay's),3.0,2.0,1.0,150.0,serving,,+NZu810/s3,g,0.5,0.0,com.sec.android.app.shealth,22.0,0.212,3c35d22e-5fb8-4806-bfba-60375a4cce6f,1,
120.0,0.0,0.0,40.0,235.0,,,fatsecret-103641664,111,670.0,0.0,17.0,2026-01-16 20:03:31.221,2026-01-16 20:03:31.221,,15.0,,6.666667,Three Cheese Omelette(Eggland's Best),2.0,0.0,29.0,220.0,serving,,+NZu810/s3,g,5.0,0.0,com.sec.android.app.shealth,5.0,0.50454545,49fa6ed6-8b7c-4c4f-b55e-5d716f53743a,1,
260.0,0.0,120.0,0.0,0.0,,,fatsecret-81251,240,20.0,0.0,0.0,2026-01-21 22:52:20.958,2026-01-16 20:03:31.221,,0.0,,0.0,100% Apple Juice(Minute Maid),39.0,,0.0,110.0,serving,,+NZu810/s3,ml,,,com.sec.android.app.shealth,28.0,,f0689eef-8894-4f37-8cb2-a187c5800208,1,
0.0,0.0,100.0,0.0,0.0,,,fatsecret-4463941,20,0.0,0.0,0.0,2026-01-16 20:04:05.997,2026-01-16 20:04:05.997,,0.0,,0.0,Vitamin Water Zero Squeezed Lemonade (20 oz)(Glaceau),0.0,,13.0,0.0,serving,,+NZu810/s3,oz,,,com.sec.android.app.shealth,1.0,,22699342-dc4a-472a-b77b-fc63f2994354,1,
170.0,0.0,0.0,0.0,0.0,,,fatsecret-86709,12,20.0,0.0,0.0,2026-01-16 21:05:09.633,2026-01-16 21:05:09.633,,1.0,,0.0,Peach Nectar(Kern's),45.0,,0.0,190.0,serving,,+NZu810/s3,oz,0.0,,com.sec.android.app.shealth,46.0,,eff3729b-66b4-4702-a131-6fa5c1763801,1,
,0.0,0.0,0.0,0.0,,,fatsecret-72270584,0,320.0,5.0,19.0,2026-01-18 02:49:22.767,2026-01-18 02:49:22.767,,5.0,,0.0,French Fries - Large(Burger King),1.0,,0.0,440.0,serving,,+NZu810/s3,,3.0,0.0,com.sec.android.app.shealth,64.0,,f729e5bc-34ee-4f1b-b8ce-181d708a0201,1,
,0.0,0.0,0.0,115.0,,,fatsecret-72269470,0,1850.0,3.3,53.0,2026-01-18 02:49:22.767,2026-01-18 02:49:22.767,,40.5,,0.0,Whopper with Bacon & Cheese(Burger King),15.5,,0.0,820.0,serving,,+NZu810/s3,,18.1,0.9,com.sec.android.app.shealth,57.8,,f728b1e4-2923-4354-915f-032aa5577ee3,1,
,0.0,0.0,0.0,0.0,,,fatsecret-103647025,30,130.0,2.0,5.0,2026-01-18 02:49:56.711,2026-01-18 02:49:56.711,,1.0,,0.0,Pink Drink (Trenta)(Starbucks),50.0,,0.0,270.0,serving,,+NZu810/s3,oz,4.5,0.0,com.sec.android.app.shealth,55.0,,8d13be89-b778-4ae8-bbbf-09c83bea0b5b,1,
,0.0,0.0,0.0,0.0,,,fatsecret-104116171,0,0.0,0.0,0.0,2026-01-18 02:51:42.447,2026-01-18 02:51:42.447,,0.0,,0.0,Soaring Strawberry Lemonade(Burger King),22.0,,0.0,90.0,serving,,+NZu810/s3,,0.0,0.0,com.sec.android.app.shealth,23.0,,3e6e3ef6-eb40-4975-8d46-aaf2e890593b,1,
,0.0,0.0,0.0,0.0,,,fatsecret-72270181,0,240.0,0.0,0.0,2026-01-18 02:51:42.448,2026-01-18 02:51:42.448,,0.0,,0.0,Hi-C Pink Lemonade - Medium(Burger King),86.0,,0.0,330.0,serving,,+NZu810/s3,,0.0,0.0,com.sec.android.app.shealth,87.0,,22fd9eea-a9b8-453c-9b4e-e1b7af2e8fa8,1,
,0.0,0.0,0.0,0.0,,,fatsecret-103647044,2,0.0,1.0,0.0,2026-01-18 02:52:07.984,2026-01-18 02:52:07.984,,1.0,,0.0,Sol-Ti TURMERIC Supershot(Starbucks),1.0,,0.0,20.0,serving,,+NZu810/s3,oz,0.0,0.0,com.sec.android.app.shealth,4.0,,c6383c0d-ccc1-4708-a317-ed5a054490e1,1,
,0.0,0.0,0.0,70.0,,,fatsecret-69396239,143,1050.0,3.0,27.0,2026-01-18 02:52:34.072,2026-01-18 02:52:34.072,,21.0,,0.0,Crispy Grilled Cheese on Sourdough(Starbucks),1.0,,0.0,520.0,serving,,+NZu810/s3,g,16.0,1.0,com.sec.android.app.shealth,48.0,0.275,d9293668-0b20-4e17-a0fb-9591139df30d,1,
250.0,0.0,0.0,0.0,0.0,,,fatsecret-38375891,32,190.0,1.0,5.0,2026-01-22 19:27:57.944,2026-01-19 18:38:22.234,1.0,2.0,2.0,1.6666667,Baked! Cheddar & Sour Cream Potato Crisps (31.8g)(Ruffles),2.0,2.0,1.0,140.0,serving,,+NZu810/s3,g,0.5,0.0,com.sec.android.app.shealth,22.0,0.22857143,f97f75ec-2486-4ca5-ad7e-e3630da7d223,1,
370.0,0.0,23.333334,0.0,0.0,,,fatsecret-41804754,530,65.0,,0.0,2026-01-19 18:38:50.013,2026-01-19 18:38:50.013,,0.0,,7.7777777,Molokai Coconut (Bottle)(Bai),1.0,,0.0,10.0,serving,,+NZu810/s3,ml,0.0,,com.sec.android.app.shealth,1.0,,c7553636-618d-4f1d-b6dc-bda84a3ac63e,1,
,0.0,0.0,0.0,35.0,,,fatsecret-69265308,12,170.0,0.0,12.0,2026-01-20 16:14:48.898,2026-01-20 16:14:48.898,,9.0,,0.0,Vanilla Bean Creme Frappuccino Blended Creme (Tall)(Starbucks),35.0,,0.0,290.0,serving,,+NZu810/s3,oz,7.0,0.0,com.sec.android.app.shealth,35.0,,2bf6339c-3e11-40c3-ab5f-903d6bb406cf,1,
148.0,0.08,10.666667,0.0,0.0,,,fatsecret-561206,138,1.0,3.3,0.24,2026-01-20 16:14:48.899,2026-01-20 16:14:48.899,0.01,0.36,0.07,0.9444444,Fuji Apples,14.34,,0.8,71.0,medium (2-3/4" dia) (approx 3 per lb),,+NZu810/s3,g,0.039,,com.sec.android.app.shealth,19.06,1.9436619,d8fecd8e-c58c-4c62-9456-f706b0ff18ae,1,
,0.0,0.0,0.0,0.0,,,fatsecret-73116378,16,50.0,0.0,0.0,2026-01-20 16:16:16.900,2026-01-20 16:16:16.900,0.0,0.0,0.0,0.0,Hi-C Orange(Perkins Restaurant),56.0,,0.0,210.0,serving,,+NZu810/s3,oz,0.0,0.0,com.sec.android.app.shealth,56.0,,e2ef1d10-aa02-40fe-901e-1ece85baf830,1,
,0.0,0.0,0.0,105.0,,,fatsecret-114710636,279,1600.0,2.0,27.0,2026-01-20 16:16:48.555,2026-01-20 16:16:48.555,,34.0,,0.0,Double-Double with Onion (Mustard & Ketchup Instead of Spread)(In-N-Out),10.0,,0.0,550.0,serving,,+NZu810/s3,g,14.0,0.0,com.sec.android.app.shealth,41.0,0.5072727,961983ab-093c-4487-8059-295bad75e119,1,
,0.0,0.0,0.0,186.0,,,fatsecret-75118876,0,3280.0,13.0,10.0,2026-01-20 21:35:18.610,2026-01-20 21:35:18.610,,31.0,,0.0,Shrimp Bowl White Rice White Beans(Wahoo's Fish Taco),6.0,,0.0,542.0,serving,,+NZu810/s3,,5.0,0.0,com.sec.android.app.shealth,81.0,,f4d4e304-7777-4fa9-8d20-47d29a6de0cc,1,
,0.0,0.0,0.0,0.0,,,fatsecret-84028531,43,180.0,2.0,10.0,2026-01-27 03:16:39.581,2026-01-21 02:46:15.510,,0.0,,0.0,Siete Sea Salt Kettle Cooked Potato Chips(Starbucks),0.0,,0.0,210.0,serving,,+NZu810/s3,g,1.5,0.0,com.sec.android.app.shealth,27.0,0.20238096,ad34e7d5-2639-4b65-af62-2bb58650867d,1,
289.0,0.0,0.0,0.0,75.0,,,fatsecret-16485680,192,770.0,3.0,28.0,2026-01-23 03:12:18.984,2026-01-21 04:07:20.509,,20.0,,5.5555553,Cheese & Fruit Protein Box(Starbucks),17.0,,49.9,470.0,serving,,+NZu810/s3,g,16.0,1.0,com.sec.android.app.shealth,37.0,0.40851063,b4d767b8-7eda-4b35-8d20-5bf2e1f9314c,1,
440.0,0.0,0.0,0.0,15.0,,,fatsecret-46477067,85,780.0,2.0,8.0,2026-01-23 19:39:24.130,2026-01-21 22:51:36.370,0.0,9.0,0.0,5.5555553,Mac & Cheese Cup(Great Value),4.0,0.0,6.0,260.0,serving,,+NZu810/s3,g,3.0,0.0,com.sec.android.app.shealth,39.0,0.32692307,db7e2a32-b62f-4353-b569-10e24fed0132,1,
40.0,0.0,0.0,0.0,0.0,,,fatsecret-4746364,28,280.0,1.0,6.0,2026-01-21 22:52:20.993,2026-01-21 22:52:20.993,,2.0,,2.7777777,Funyuns Onion Flavored Rings(Frito-Lay),1.0,0.0,1.0,130.0,serving,,+NZu810/s3,g,1.0,0.0,com.sec.android.app.shealth,19.0,0.21538462,c786fee7-2608-4385-887e-8d00503fc6af,1,
,0.0,0.0,0.0,820.0,,,fatsecret-69476010,0,1570.0,3.0,90.0,2026-01-22 18:06:33.646,2026-01-22 18:06:33.646,,48.0,,0.0,"Spinach, Mushroom, Bacon and Cheese Omelette(Cheesecake Factory)",4.0,,0.0,1050.0,serving,,+NZu810/s3,,46.0,2.0,com.sec.android.app.shealth,14.0,,d30e73bd-9b66-4c1f-978f-bba94eff1c16,1,
,0.0,0.0,0.0,45.0,,,fatsecret-75684240,16,140.0,4.0,16.0,2026-01-22 18:08:37.140,2026-01-22 18:08:37.140,,13.0,,0.0,Peppermint Mocha(Starbucks),54.0,,0.0,440.0,serving,,+NZu810/s3,oz,10.0,0.0,com.sec.android.app.shealth,63.0,0.0022727272,3af876d7-b9e0-4bde-a940-06976855aba8,1,
496.0,0.5,206.66667,0.0,0.0,,,fatsecret-35883,248,2.0,0.5,0.5,2026-01-24 17:09:58.550,2026-01-24 17:09:58.550,0.089,1.74,0.099,2.7777777,Orange Juice,20.83,,2.7,112.0,cup,,+NZu810/s3,g,0.06,,com.sec.android.app.shealth,25.79,2.2142856,0bb93f6a-cb53-4df2-858b-123bf30c54db,1,
,0.0,0.0,0.0,0.0,,,fatsecret-112500199,20,420.0,1.0,20.0,2026-01-25 19:31:50.831,2026-01-25 19:31:50.831,,6.0,,0.0,Caramel Frappe (20 fl oz)(Kwik Trip),61.0,,0.0,490.0,serving,,+NZu810/s3,oz,13.0,1.0,com.sec.android.app.shealth,71.0,,907710a4-d05c-4c10-9371-2130b0c10be0,1,
,0.0,0.0,0.0,0.0,,,fatsecret-103647043,2,0.0,1.0,0.0,2026-01-26 04:56:26.107,2026-01-26 04:56:26.107,,1.0,,0.0,Sol-Ti GINGER Supershot(Starbucks),4.0,,0.0,20.0,serving,,+NZu810/s3,oz,0.0,0.0,com.sec.android.app.shealth,4.0,,47b4708e-21c0-40fe-bcae-58bad66df9b8,1,
,0.0,0.0,0.0,45.0,,,fatsecret-13376853,170,110.0,2.0,8.0,2026-01-26 04:57:40.881,2026-01-26 04:57:40.881,,15.0,,0.0,Plain Greek Yogurt(Ellenos),10.0,,35.2,190.0,serving,,+NZu810/s3,g,6.0,0.0,com.sec.android.app.shealth,14.0,0.8947368,dc0a1117-f696-4a8d-a269-20ce69864865,1,
,0.0,0.0,0.0,,,,fatsecret-7735444,20,0.0,0.0,0.0,2026-01-27 03:15:27.593,2026-01-27 03:15:27.593,,0.0,,0.0,Vitamin Water XXX Acai-Blueberry-Pomegranate (20 oz)(Glaceau),26.0,26.0,0.0,100.0,serving,,+NZu810/s3,oz,0.0,,com.sec.android.app.shealth,26.0,,e637add4-44b5-4a31-97e7-c1c58ac6d868,1,
40.0,0.0,0.0,0.0,0.0,,,fatsecret-3592065,1,210.0,1.0,11.0,2026-01-27 03:15:58.943,2026-01-27 03:15:58.943,0.0,1.0,0.0,3.3333335,Crunchy Flamin' Hot(Cheetos),0.0,,1.0,160.0,serving,,+NZu810/s3,oz,1.5,0.0,com.sec.android.app.shealth,15.0,,d4be17bf-5dd3-4ca5-84bd-b116cb474783,1,
,0.0,0.0,0.0,6.0,,,fatsecret-68411864,0,22.0,14.9,3.8,2026-01-27 03:17:03.669,2026-01-27 03:17:03.669,,0.0,,0.0,Vanilla Latte - Small(Tim Hortons),96.5,,0.0,148.0,serving,,+NZu810/s3,,2.4,0.2,com.sec.android.app.shealth,21.0,,4f36677f-fa7e-47d1-920f-006fbd870984,1,
